f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,Anomaly,Anomaly_Score
3.4212964,0.8157682,2.1292467,-0.4583735,-0.09899019,-0.41022685,-0.48399267,-1.1720065,1.185828,-0.5727008,1.3544332,3.8382962,-0.46893042,-0.51121056,-0.81917256,0.56372535,1.0776402,-0.76969653,-1.3434033,1.6812849,0,-0.07434678733962552
1.5160452,-1.2354306,-0.5377023,-0.9855894,1.7642921,-0.64859176,0.5613136,1.9652226,1.8744693,-1.394276,1.8032562,0.8334457,-2.1304817,-1.0313237,-0.010422596,-0.12624326,0.56685495,-0.89118576,0.51470584,-0.57973915,0,-0.04944966946878021
0.44280797,-0.078569345,2.936513,-2.1472018,-0.47400925,0.87511593,1.0594488,0.4990137,-3.6144025,-0.40811285,0.04130417,3.7712817,0.25114235,0.31320825,-0.7681812,0.07615901,-0.6171059,-0.8777273,-0.2680811,4.023632,0,-0.06295608048488921
-1.1453638,-1.0170528,2.4904168,0.22515969,-0.65807205,0.9640123,1.9188424,0.35678715,-2.6255727,-0.571352,0.2531305,0.7316909,-0.47962427,-0.010868295,-0.6684885,-0.96235234,-1.728453,-2.046951,0.13661644,0.90628296,0,-0.026376278387942598
2.4893446,-0.46237218,2.499495,-0.69068784,1.2037106,1.1051109,0.3636427,1.6068927,-0.6374515,0.68608046,1.0639975,5.7584314,-0.8815874,-1.5748863,0.41411546,0.5270517,0.32539815,0.77518183,-0.5452871,3.9386876,0,-0.06837729375773127
0.8703991,-0.107529804,2.8813217,-0.75459355,0.34126595,-0.20462649,0.02646609,0.8260229,-3.1324852,-0.75974625,1.399628,4.238183,-0.49293315,-0.45137623,-0.018361816,-1.7516266,0.3045374,-1.515388,0.31527406,3.74803,0,-0.061852430340005815
1.3753563,0.0070258714,2.0383427,0.7738725,0.5500466,-2.23576,1.1632813,-0.3168564,-0.44059166,0.7333752,1.3065802,3.8057756,-0.48120224,-1.5837619,-0.9530778,0.045426786,1.1426623,0.57668805,-2.4318519,2.2146425,0,-0.04250727391432385
0.95569426,-0.59091645,0.8987074,0.5038688,2.4002023,0.21991861,-1.920447,1.2497723,-2.3796926,-0.4540795,1.1605698,1.2821276,-0.56308067,1.5217881,0.75442445,-1.3863841,0.96070075,0.0471697,-1.0934999,1.9498931,0,-0.04819754587356301
1.1178874,-2.2129369,0.81916183,-0.47234437,0.54244787,-0.10226079,-0.39980417,0.09404279,-1.7544926,-2.1161463,1.9105335,1.173897,-1.168872,1.0187387,-0.06267376,1.6791997,0.437045,1.2137723,0.5680522,1.3082302,0,-0.04916144989188609
0.558779,-0.0537566,0.33626643,1.3457443,-0.89403945,0.18540007,-0.19128545,-0.49969518,4.0107155,-0.36805695,0.6409643,2.4076385,0.029330086,-4.6534414,-0.56806916,1.9002615,1.1154965,-1.3990531,1.3013426,-0.94731677,0,-0.058494269432015245
0.6607753,-0.32032955,0.8072205,-0.038597986,-1.8334208,0.6064758,-0.6240405,0.8949831,-2.473459,-0.39560065,1.1133701,0.5681021,-0.1945001,1.8313007,0.5805302,-1.5969192,-0.11727998,-0.2549538,-1.4688817,1.466708,0,-0.06590712193256504
0.81844807,0.11911577,-1.0274633,-0.53740484,0.76040596,0.9186291,-1.4798727,0.42754188,3.6810884,1.7119277,1.8742218,0.6936495,-0.29595593,-3.1791205,0.50078785,1.5718708,1.3945621,1.4624481,1.0751189,-1.8263357,0,-0.01008414485426623
-0.82521826,0.2320808,-0.5954005,-1.0352451,0.118993044,0.39325273,-2.1722333,1.4931122,2.3682044,2.195697,-1.2230477,0.802837,-1.4039316,-2.9823234,2.7346122,-1.7130995,0.62770176,0.359028,-0.048007596,-0.4898951,1,0.0023422521625552917
-0.3437747,1.5490928,-0.51473457,-0.6544545,0.8822662,-0.6749644,-0.084732585,0.57982653,0.731883,-1.5659103,-0.1653592,-1.3585465,-0.57093686,0.16407697,-0.72520214,0.6873054,-1.764866,0.23087262,-0.8982508,-1.2862513,0,-0.027741385433501187
-0.80578095,-2.6092668,-1.3924615,-0.5448932,-0.23738803,-0.45169267,-0.86988115,-1.2286958,1.4680562,0.25938946,-1.4348686,-1.8882781,0.9193355,-0.032618847,-1.0774499,-0.9828019,-0.43417975,0.706119,1.3871509,-1.517176,0,-0.02496220805572591
-0.5590692,-0.74478287,0.9305585,0.62949413,0.04521572,1.3755684,1.6797285,-1.4606427,-1.9432795,-1.1976993,2.177404,0.046280064,-0.025243059,-0.01944758,-1.2662227,-0.40990353,0.9867984,-1.6220263,0.12488729,0.06913771,0,-0.03922017842181286
-1.558115,-0.19245288,0.33002642,-0.7982609,0.13880739,-0.14698543,0.7940915,1.1424047,1.4036629,0.48847416,-2.517652,0.34498575,0.8029657,-2.249647,-0.120207734,0.6029578,-0.553964,-0.1126765,-0.3432816,-0.31584558,0,-0.05821915299562436
0.39641523,0.5284619,1.1723613,0.29407296,0.2772603,1.6166412,0.12125475,-0.22448215,0.49054527,1.2678988,-1.1355,1.2057338,-1.2525162,-0.4642223,-0.06661136,-2.6906064,-1.7704339,-0.9750607,0.9880493,0.61000264,0,-0.042426013598556744
0.0450069,-0.6058095,1.0519676,0.8012325,0.20963287,0.8306319,0.199413,0.19647399,-1.2015399,1.074475,1.2042856,1.5880716,1.7530177,-0.7371666,-0.71973723,1.6579872,0.048692986,-0.22790705,-0.40912005,1.1427197,0,-0.0862096026940552
0.92090374,0.9826502,0.9806687,-1.2053365,-0.5519413,1.4687312,0.4966233,0.87118155,3.4004328,0.43118542,0.10434107,3.3300395,0.5071856,-4.28321,-0.48425022,0.25080082,-1.2284875,0.88941354,1.0317967,0.13192378,0,-0.07232113273514706
0.14144357,0.83374846,0.7388193,-1.7402759,0.3102157,-0.1898363,-0.896471,-3.2218814,0.75430524,-1.3766463,0.11458773,1.4218849,-0.29630542,-1.6094648,-1.6060599,0.22719938,-0.9662727,-0.21372211,0.0030158334,0.2913503,0,-0.04632772356310333
1.3828727,-0.37807542,1.3057812,0.30174863,0.2897832,-1.6283247,0.24022447,0.7551208,0.645814,1.6179991,1.2725718,3.4610465,-0.023199163,-2.1285217,-0.1097695,-1.2198749,1.1348158,-1.4980388,1.1651886,1.5640666,0,-0.06872929189154436
1.9811934,0.8843369,1.5027802,-0.5876918,2.4353309,0.1821421,1.5307463,-0.056666516,3.177545,0.4740796,2.461963,4.546546,-0.41299558,-4.7369123,1.275134,0.19064464,1.1771713,-0.20329101,0.015323182,0.46435654,0,-0.042089683152151836
3.0320642,-0.20151475,2.5390658,-0.2891942,0.99899334,0.08937277,-0.58823454,-0.27087146,-1.4594586,0.72082245,2.1052442,3.9678018,1.5706784,0.7173289,-0.9586271,-0.17864273,0.7761634,-1.5746406,-2.1007104,2.9382915,0,-0.019089227153223087
2.1698477,-0.59552026,3.380198,1.1990768,1.0136039,0.37293625,-1.9692572,1.5013403,-1.1968443,0.38967952,1.3665822,4.754667,0.47059032,-0.8587026,1.45442,-0.5683097,0.99786896,0.15915784,0.0065135527,3.0673022,0,-0.05701671721096063
0.7104321,-0.26456904,0.86148506,0.9032093,-0.1783643,0.54142714,-1.5423806,-1.2482406,0.41509852,0.7667121,-0.87397933,2.435785,0.45631304,-1.0952595,-0.93699425,-0.6715651,-0.7443118,-2.629871,3.1132517,1.6525337,0,-0.03045532875857493
1.4106425,-0.49075517,1.1462822,0.55455816,-0.17031585,-0.5073529,1.8484205,0.27517673,3.4121022,0.723605,-0.6374774,2.686503,0.57913905,-2.9316301,0.5201133,0.76524603,-0.8749751,-0.6698887,-1.0301406,-0.04035577,0,-0.07415941037966378
2.197519,1.1186665,1.9992889,0.4745607,0.85944223,0.27500835,1.5892524,2.0277984,-0.73336893,0.24066333,2.4669998,3.7880068,0.3246166,-0.8180168,0.5085778,-0.16961901,-0.23180693,0.05543162,-0.903349,2.2266724,0,-0.08633066265330741
1.5295233,-1.0309479,1.586865,0.3324253,0.812039,1.3872052,-0.4870657,-0.05657014,-2.0262353,0.14810322,0.28196496,2.178793,0.20149451,1.5308506,-0.5241101,0.3987504,-0.7002288,-0.7143385,0.5597529,2.5566225,0,-0.09568636005401593
1.8714086,-0.33614436,1.2256479,0.53050244,0.5871538,-0.1198318,0.13525145,-0.9531548,-0.2829124,-1.1097994,0.39760894,2.7282865,-0.96603495,0.09067232,0.29936895,-1.5631062,-0.8042723,2.0950506,-0.96691674,2.0445848,0,-0.06306698960031504
-1.3675331,-1.0717181,0.16628608,0.55940825,-0.5627022,-1.7397454,-0.12367214,-0.65738165,-1.4009005,-2.1099079,0.002232774,0.18985325,-1.2468305,-0.6548291,0.35888562,0.7813915,-0.28294498,0.81779724,-0.8666786,0.6126071,0,-0.06072336614995544
0.9803189,-0.5110092,0.3080596,0.40752938,1.3084252,1.032413,-0.20234093,-1.1544651,-3.4280162,-0.44659302,3.0246356,-0.7586728,1.0773959,3.2818415,-0.09228904,1.3452387,-0.2653543,-1.3674773,-0.90110177,0.7425074,0,-0.031220700204761698
2.1973405,0.327924,-0.36395517,-0.25338116,-0.91367435,-1.2015768,-1.3637512,0.8378488,0.18440525,-0.52589285,4.442879,1.5987175,0.051637724,-0.51744753,1.1351475,-1.7626317,2.078946,1.597121,-0.18172145,0.28137138,0,-0.02009335391193451
-0.9917378,-0.8941646,1.121751,-0.17081569,1.0489109,0.63855463,-0.8933349,1.1803383,1.365008,-0.31540787,0.39033714,2.61273,0.9615106,-4.472619,-0.6416013,-0.5880121,-1.3680929,-0.24630053,-2.6664147,0.26614955,0,-0.04827774609686408
-0.018102827,-0.55548495,1.7104163,-0.11119735,-0.39365807,1.1763396,1.5676497,-0.5003093,-2.5817013,0.28734016,-0.5654831,1.5277225,0.5975094,0.9859907,1.2599986,-0.5958426,0.97964686,-0.50863576,1.8935531,2.2785738,0,-0.06110818105419813
0.6543534,-0.98726267,0.0682494,0.360441,-1.9908484,0.28520495,-0.109339744,0.2879095,0.03933129,-0.2945817,2.6203296,1.8742999,0.5256384,-1.7428797,-0.13175848,-0.037663184,0.49454364,0.014336946,0.7490847,0.6233722,0,-0.09848642012442294
0.1979202,-0.9400766,-0.0014895297,0.58436084,0.08587785,-0.17346229,-1.2440116,0.81712615,-1.8681849,-0.7053696,2.1047482,0.65260434,0.68166184,0.38522774,1.2374386,1.705971,0.3936251,0.21992111,0.16055194,1.0069746,0,-0.07465120253801394
3.0492876,-0.14245462,1.7116,-0.026703143,-1.3913563,-0.9355488,1.1676564,1.7568196,0.838854,-1.2506008,3.5598722,5.2086015,0.9084703,-2.5862262,-1.7233458,2.570221,0.5491734,-0.001648345,-0.8492021,2.235896,0,-0.021021560487117397
0.6605282,-1.1484147,-0.73096657,-1.8271289,-0.3096849,-0.86651593,1.4932648,-0.51620615,-0.17151883,-1.1476464,2.6927476,-0.40828168,-2.060055,0.21771896,0.02088173,0.6568495,-1.2179978,0.60960776,0.15466706,-0.6321648,0,-0.036007122414050685
1.7342682,0.92567664,1.9861606,0.6445849,-0.75450915,-1.0090362,-0.3668403,0.3717821,1.1032741,1.4749714,1.3115611,3.1500227,0.4147005,-1.8649286,0.07429896,1.1823502,-0.09624755,-1.4606704,-0.16363299,0.88312536,0,-0.08200597844081808
-2.93565,-1.2657348,-1.4905306,1.0173086,-1.3202778,0.6530733,-0.7864356,0.107228614,-3.569501,0.5586141,-0.9443354,-2.9365141,-1.2036906,2.0779636,-0.22527546,-0.9056206,0.1206342,-2.5116441,1.2003427,0.21549937,1,0.05341871301454487
2.3173113,1.2145474,-1.0725995,-0.2815386,-0.5338772,0.49640098,0.57085454,-0.5924589,5.8229256,1.8164206,1.5406369,2.3785594,1.110446,-4.3040266,-0.7912495,0.7164074,1.1427587,0.85593647,0.35595122,-1.4476819,0,-0.034242642152435
-0.57447064,-0.20603514,-0.07411263,0.22527692,-0.16449988,-0.042077824,0.5414422,1.0859128,-2.4953263,-0.9144159,0.628086,-1.2377851,2.0976856,2.027227,1.3303901,0.5048197,-1.2541203,1.2806151,-0.35654888,0.34153524,0,-0.043596212245280375
1.7692275,1.538516,1.2169181,-0.6691175,0.35081255,0.5102061,-0.3001723,-0.3170116,2.9164596,-1.5171592,-0.3700898,2.6639051,0.04489849,-2.2065957,-1.4793311,-1.3395536,1.5253329,-1.3547688,0.5364827,0.22909883,0,-0.04759931814522739
-0.009827871,0.7740694,0.9221416,-0.135043,-0.65684843,0.8850863,-0.85820115,-1.1595427,-2.522775,0.6829437,0.1797343,0.76344866,2.7260778,1.2846439,2.092904,-0.6703672,1.3213518,1.0532763,-1.7107178,1.7334335,0,-0.013563670430743968
1.4991609,-0.63430035,0.2599678,1.2301794,0.5446193,-0.019181704,-1.5985706,1.0889813,2.0094297,-1.2187046,1.6045173,1.166183,-0.31556526,-1.3635643,0.498281,0.8170591,1.0196656,-0.53758425,1.9809824,-0.6498947,0,-0.0522522827243444
0.4133738,0.43884164,1.0320194,-1.9886333,2.3179328,0.4749891,-0.9856702,-0.3541869,-1.4056623,0.82500947,1.2885177,0.31156957,1.1992126,0.82767135,-1.2897877,0.18175231,0.9606862,1.2189322,0.87708616,0.41672575,0,-0.04981134981941154
2.2805865,-0.98209876,1.2151748,-1.0442156,0.082243316,-1.2064443,-1.2279007,0.7348104,1.8799574,1.5501561,1.7357913,2.2496057,1.0017569,-1.2710766,1.8178023,-1.5262501,0.54322934,0.15128213,-0.31075007,0.02223088,0,-0.04387028284193367
1.2634016,-0.62711096,1.3424863,-1.7592428,-1.0825938,0.30119067,0.08889064,-0.054299764,-0.542101,0.8624596,1.8749359,1.0178726,1.9632517,0.35631412,1.4318238,0.42708328,-0.01692536,-1.8303043,0.575491,0.2985746,0,-0.06135313889485855
2.2319217,0.85015845,1.2550031,0.20806347,-0.7591316,-0.58182186,-0.67434204,-0.89255524,3.1283512,1.1244211,2.9055512,3.3300333,-0.47555876,-3.6113427,-0.2992101,-0.5502864,0.16743013,1.2688512,-0.18635303,-0.37794217,0,-0.06683823536516453
0.3006882,1.6718359,-1.171928,-1.3120489,2.716953,1.3460935,-1.0283217,-1.9223142,0.7947171,0.011557923,0.47775042,0.26556677,-0.7977905,-0.63525397,-0.021520995,-0.55088,-1.2634846,0.46993622,0.20776588,0.038326353,0,-0.03951233293133938
-1.1841599,0.45801315,0.2967319,-0.6591101,0.40151024,-0.664444,1.0933845,0.36286184,-2.025764,-0.047578495,-0.8216903,1.6208549,-0.56486136,-0.7591547,0.7816486,0.062244367,-1.9910682,1.7407801,-0.2336999,2.3026764,0,-0.06549588389687433
3.5378706,-0.99549794,0.8183411,0.8632676,1.4062397,-0.3671996,-0.94879454,1.792649,3.900173,-2.0207732,2.24592,2.8718493,0.8376069,-2.0627654,1.1516758,1.8591522,0.08088387,0.7667046,0.9971066,-0.49827966,0,-0.023973576176947065
2.3050966,-0.46289444,1.3849092,-0.101924375,-1.4935786,1.7418616,-2.8327324,1.3006502,-1.2322612,-0.037477426,3.4058125,3.4626148,0.21457836,-0.38672,1.6566137,-0.8983094,-0.14494945,-0.8360494,-1.3363917,2.2465224,0,-0.029589631374348335
0.8980067,-0.4991414,0.84089196,0.79872614,-0.9061122,-0.8822321,0.9000408,0.53198904,-1.7938526,0.9502046,4.344613,1.4575248,-0.18742126,-0.36520362,-1.9437732,0.40430933,1.0115781,1.9213005,2.1444612,0.6899774,0,-0.036635748242292654
0.60253257,1.9104239,2.4039004,2.0477688,1.7190359,0.84663165,0.8959346,1.8774481,-2.2700212,0.26618433,-0.83649045,3.225446,-0.71034026,0.22014292,-0.2073712,0.4880127,-0.7940647,-0.58520734,-0.7685009,3.3047602,0,-0.028415947518720897
1.546096,1.0538869,1.8034444,-1.1110923,-0.36603504,-0.82620806,-0.63062114,0.6475332,2.4434369,-0.8333902,-0.23477228,3.511861,1.1105813,-2.829123,0.6482424,-0.4172464,0.36532378,0.054707777,-0.48075017,0.82816243,0,-0.0924757027466247
3.1153042,-0.08348379,1.5741673,0.036202975,0.53097856,-0.37824318,-0.4064949,-0.8060216,0.45882815,-0.21437551,2.6771047,3.757593,0.7454496,-0.726509,-0.8822102,-1.9153903,-1.7244782,0.33250818,-0.76161337,1.7730869,0,-0.06384328115233429
-0.5431193,0.39531806,-0.7245123,1.3324101,-0.26064333,-0.6254358,-0.96053743,0.15232989,1.715428,1.0586952,-0.9179688,-0.42773283,-1.1635399,-1.2829496,0.7050351,1.029467,0.07219953,0.674758,0.8317939,-0.95626956,0,-0.05854888351203963
2.1791632,-0.7670499,-0.9153275,-0.5648801,1.3161912,-1.2229327,-1.5739034,-2.078657,3.0108418,-0.05869115,2.3374977,0.54095256,1.8543756,-1.1142191,0.842096,-1.288772,-1.3831129,0.9475612,-1.2051746,-1.3729169,0,-0.00363294043653678
1.1446414,-0.88557756,0.097860955,1.1023742,-0.9337786,0.18008055,0.6969912,-0.032730836,2.0921624,0.8666833,0.9309916,1.4344517,1.9507346,-1.7932484,0.49670124,0.65595675,-1.6284739,-1.0673697,-0.0072586425,-0.31898808,0,-0.059550566928798454
1.8914452,-0.46029884,2.280582,-0.9549439,0.33417147,0.5120743,0.15443157,-0.8589727,1.3283157,-0.4566595,1.1211199,3.7530081,-0.94843477,-2.266459,-0.11360785,-0.2789475,0.13107567,0.66574085,-0.938761,1.1737981,0,-0.10053534012663212
3.9748888,0.3511708,1.6247497,-0.6963041,-0.5618151,1.4087744,0.29206038,0.7858564,3.5214078,0.070124395,0.58151376,4.816082,-1.2148491,-2.162076,1.2028574,0.5840287,0.12638539,1.0134649,-0.3992255,1.5008464,0,-0.07109227531515322
0.41355813,-0.3637195,-0.36354157,1.310457,0.16408347,0.52479744,0.25036392,0.20118907,-1.2241191,0.532881,1.6735831,-0.3082076,-0.3823187,1.0604358,-0.72593266,0.59581864,1.3600172,0.47530457,0.89319646,0.23250404,0,-0.08169205929424089
-0.4368778,1.3183197,0.269818,1.3884585,0.5424742,0.7778894,-0.11218592,0.94506705,-3.6527581,-2.4275155,0.8986166,-0.030474644,0.027772252,2.0396686,-0.05732777,0.52761734,-0.40477368,0.12922046,-2.4292195,1.7601621,0,-0.014393400068435813
0.055703994,0.4787591,-0.059041154,0.23127633,-0.77735436,-0.21068613,-1.1884272,-0.5658131,3.1649425,0.20122494,-1.8574731,2.0600314,1.5119468,-3.3354363,-0.43575278,-0.59960145,2.4685848,-0.4574603,-0.36332047,0.15308255,0,-0.038856261877287745
0.95766836,-0.13137431,0.22974846,0.6796661,1.1292094,-0.2814923,0.65172297,0.5529275,2.9509623,1.7823424,-0.6000819,2.933431,-0.43235186,-3.2843242,-0.021698333,-0.7745872,2.0140963,-0.81962204,0.25768748,0.63166755,0,-0.06587934496513725
-0.3753611,0.25566486,0.2473848,-1.0746388,-0.8878569,1.3964572,0.609221,1.4306084,0.318285,-0.38091293,-0.49413666,0.14029488,1.7704098,-0.618691,-0.87540394,0.50735664,0.031970967,-0.070941105,1.8493394,-0.11897855,0,-0.061984688108973396
3.212277,0.4855183,0.8743822,-0.74927473,0.2520183,-2.585111,-0.1738254,-1.3659681,2.876891,0.7450381,2.8687742,4.3815446,0.044790752,-3.0650277,-0.6880772,1.7509779,0.036840115,0.63715595,-1.0668993,0.9310343,0,-0.03232599872818409
-0.22229145,2.6033752,1.9928151,-0.3504993,-1.5405649,-0.5297239,0.0867229,-1.0153751,-1.8869148,-0.94098955,-0.2968829,2.4229162,-0.98297286,-0.6154263,0.41997764,0.052442815,-0.10443249,0.78328884,-1.3615956,2.2547874,0,-0.052980931031669676
1.9690117,-0.88058746,3.6802583,-0.5359586,-0.01279867,-0.050335634,0.41786817,0.37758693,-1.2827342,-1.1258427,0.19428289,4.7458367,1.2660625,-0.5779808,-0.40132722,0.41970935,-1.3049568,-0.2506972,-1.4342557,3.3354914,0,-0.046955127948478004
1.5437007,0.826826,1.18658,0.46628597,0.26452217,-0.06081278,-0.40806618,1.0460954,1.513094,-0.15138523,0.8567337,3.4834905,0.7336415,-2.4786673,-0.14131428,-0.09362012,-0.76578563,-0.24327986,-0.08789436,1.2564794,0,-0.10995122173020916
0.14712864,0.42747763,1.543496,-1.1884495,-1.3032959,-1.1062578,2.157384,0.2920249,-0.51353955,-0.9067043,-0.14435698,1.974837,-0.11338227,-0.9593502,0.51731795,-0.19347133,-1.0857062,1.4749489,0.51271945,1.2777244,0,-0.06943046298305366
2.3567584,0.5917184,1.5188068,-0.104398414,-0.9790613,0.0109754875,-0.73762435,-0.44251058,1.5243883,-0.64501965,1.8678039,3.301898,0.16292667,-1.7869456,-0.68570036,1.7815585,-1.6716313,-1.3517619,-0.84538203,0.87275,0,-0.06579852684035359
2.2161555,-0.020901065,1.7310392,-0.34617457,-0.008831309,1.7724819,-0.70995367,0.06060145,1.486859,0.7934382,1.7969446,3.194819,0.67618185,-1.8165373,1.4193898,0.5991168,-0.8890357,0.7873646,2.0350337,0.7304396,0,-0.07832963544073279
0.07198376,-0.54512304,2.1214516,-0.50275344,0.3810234,0.8903814,-0.92625415,0.019634018,-1.0793209,-2.4275534,-0.4663308,1.80949,-2.1572502,-0.36300272,-0.38238564,-1.8406192,-0.5226587,-0.31441227,1.9310647,1.3882762,0,-0.026415598444946287
0.5550063,0.7416073,1.5608194,-0.5246291,-0.36502033,0.3347852,-0.46249732,1.1736006,1.3089073,0.80560476,-1.7023373,3.4837797,0.74433553,-2.5066261,-0.8689067,0.8786211,0.72564656,-0.30331716,1.0997392,1.8315973,0,-0.08360246610922545
0.69256246,-0.5847854,2.2227852,0.18324788,-0.4488092,0.39208263,0.043233875,-1.0265142,-3.5289125,0.06336135,2.8382423,2.618683,1.1689682,0.3908317,1.1763947,0.62598306,-0.38407513,0.44490716,-0.4223358,2.5510476,0,-0.07780166139162237
2.876122,0.2078051,1.2610296,-0.30517587,0.38045442,0.3175691,1.7961211,-0.7241999,-1.5185575,0.66998154,4.6080604,2.936249,0.503004,0.46509704,-0.706793,-0.07651622,0.9584415,-1.177834,-0.20804884,1.8412657,0,-0.05824888050363136
1.1393964,0.54317516,1.0102816,-0.53189474,0.62643975,-1.8521032,0.4186423,0.18050463,0.90827096,0.25616303,0.19368774,2.7422028,0.9766665,-1.634794,-0.84172225,-1.2815335,-0.6522994,-1.5844212,0.5156628,1.2745461,0,-0.07739902793531755
2.814587,0.026513567,1.8025442,0.16052018,0.36005536,-0.11984968,-0.39029872,0.604,3.7929766,-0.09700763,0.9885544,4.369638,0.07942335,-3.5477574,-1.5412962,-0.68569905,0.96404046,-2.4542577,0.50091946,0.52636063,0,-0.03118594439570771
2.121597,-1.3176014,1.1476572,0.43365267,-0.004901477,-0.003421151,1.4698534,-0.9621351,5.7771673,0.9268767,0.022341568,4.3163123,-1.5371212,-5.496104,0.5464873,-2.0161917,-0.8585241,-0.18889238,1.8492047,-0.3728744,1,0.0035551529200203436
-0.40688208,-1.5648949,-0.5968434,0.47796997,0.44937664,-1.1833942,-0.7856073,-0.92875654,1.5790507,0.28198424,0.9257507,0.9323245,-0.47948045,-2.7948942,-2.0017362,0.69009477,0.048173305,-1.788389,-0.1381805,-0.49420694,0,-0.04861203558668192
0.5142945,0.32712543,1.0136361,-0.5695306,0.5921554,-0.6240333,-0.68429655,0.5020964,-0.25995034,-0.35328004,-0.08186431,2.492205,0.07179877,-1.1452577,-1.0208976,-0.5474326,-0.5927569,-1.2657521,0.50842786,1.7552891,0,-0.09883598418401096
-0.089923,0.11032165,2.3427658,1.6622164,1.9642822,-0.7592363,0.1902021,-0.03846439,-3.3032527,0.2108899,0.494523,2.3777955,1.0074425,0.37955165,0.66965497,0.29890868,-0.7728258,-1.9374254,0.50180954,2.7563982,0,-0.04634849281887854
0.5710417,-0.2986878,-0.7663168,0.87806803,1.0131035,0.31193763,-0.3080379,0.5043992,1.0391078,0.20388407,0.7329499,0.20862862,0.9495333,-0.5742792,-0.14958209,0.1055624,0.13589436,0.31901953,-0.714472,-0.31681105,0,-0.11016708740034492
1.5975949,2.6583495,2.9638526,0.015461953,-1.0593729,-0.11739278,0.8299418,2.7228003,-0.02643945,-0.62114483,1.0757908,5.236882,-1.1598119,-2.7098522,-0.27050796,0.25224057,-0.8564232,1.2245289,0.050859697,2.789072,0,-0.046266999522146024
4.7818894,0.7225751,1.3361815,0.5911985,0.73869526,0.7406221,-1.011442,2.3784804,1.9789927,0.49767438,2.6064844,4.812315,-1.0272306,-0.7649086,0.117694594,-0.3624855,1.5654728,1.3298501,-0.75852823,2.108938,0,-0.028116224260658185
1.3767726,-1.094436,1.3161743,1.4015782,1.4046884,0.24427663,-1.018463,-2.4638867,0.31509548,0.8942905,1.6795505,3.01779,0.2528833,-1.6828532,0.5662097,3.1488967,0.08002709,-0.24144307,-1.9038895,1.3126659,0,-0.02900348936665198
1.1429662,-0.3664348,1.2230493,-1.169612,-1.2613724,-0.005921425,-1.3408567,-1.5912693,2.675695,1.4908699,-1.509816,4.0799403,1.6341134,-3.4278905,0.046518873,0.9813754,-0.98696667,-0.30273017,-0.24162,1.6156132,0,-0.049396282137804226
0.76175064,0.37508756,2.8080297,0.656762,0.45933694,-0.5189571,-0.48838377,-0.33691362,-0.107836954,-0.5718616,0.894923,4.6355033,-0.28542352,-3.0805552,-1.9306523,-0.30415463,-0.82848155,1.0996863,0.6314334,2.3124542,0,-0.07414109761420995
1.1177616,1.8105348,0.3042909,0.23251003,0.26294076,0.037609447,-1.6947505,-0.94887894,-0.27810082,0.21439435,2.7059474,2.108709,0.7783255,-1.1719301,-1.4436185,-0.34420308,-0.77135754,-0.9067927,3.77749,0.9928827,0,-0.04675279635940183
-0.07436655,0.29264906,1.0703703,-1.3238488,-1.3655885,-1.9897451,-1.2504206,-0.2513059,-0.7569992,-1.156935,-0.3445769,0.9542403,0.18310519,-0.13608964,2.7257566,-1.3599355,-0.45232764,-1.697831,-0.08291415,0.8707304,0,-0.0012178665077330897
1.6803612,1.6917502,2.6588497,-0.106982,-0.21735853,1.1978023,-0.65016574,-0.66145146,-1.3501395,0.17237222,1.1342555,3.0528588,-0.18371783,0.13313673,2.2329144,-0.8399118,1.5476289,-0.69529736,1.1243807,2.144362,0,-0.044729765356887385
-0.3575232,2.025105,-0.76442343,0.63549566,-1.5280099,-0.458658,0.101151265,-0.19968837,0.6690049,-1.6138443,0.3216562,0.97773886,-0.8026532,-1.8191245,0.098926336,0.76554734,-0.045814242,0.09806342,-0.5633111,0.37359887,0,-0.05831557467792242
1.0709876,1.1056476,-0.79644525,0.23867518,-0.24595705,0.8395381,-0.40575188,-1.9174911,1.4747425,0.7611381,2.7424276,-0.49028674,1.1431321,-0.55145586,-0.04362453,0.44496632,0.65136003,0.8348705,0.095005766,-1.6090431,0,-0.06222433505999919
-0.41858128,0.05516386,1.2631321,-1.8938062,-0.53034884,-0.45613492,-1.5521019,0.03732695,1.1536325,-0.1871184,-0.6002721,1.6951659,-0.6238158,-2.5358515,0.54577243,0.9972603,0.41290608,0.44784874,0.08543234,0.14418882,0,-0.0858883797887442
0.98596543,0.8716144,0.6815162,-0.031907447,-1.2213848,1.1446445,-0.16834016,-0.23702319,0.3692788,-0.33060533,2.2926424,2.9515395,0.65022033,-2.3508117,-1.5249491,-1.0012791,-1.072724,-1.3308567,-0.27890944,1.1647134,0,-0.07905379207282531
-0.35071465,-0.12678331,0.3637486,0.7454953,0.42863712,-0.46259832,-0.75426817,0.8596301,-1.8016319,0.68116206,2.8325312,-0.6546519,-1.4203352,0.42781952,-2.339232,1.866273,0.028199075,2.1507306,-0.64232475,-0.4828745,0,-0.012201198209108366
1.277312,1.1295805,1.6239461,1.144773,-1.1241906,0.51968175,-0.5910297,0.35478106,-0.8435203,0.1992026,1.0318763,1.900385,0.078924604,0.23262192,-0.29101557,0.10493594,-1.5631894,-0.108554624,-0.08050987,1.2998849,0,-0.09286743661274394
